task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
20	cd/6ff751	3861628	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (SPT5_INPUT_REP2_T1)	COMPLETED	0	2023-06-15 21:10:11.330	5.9s	4s	187.9%	138.2 MB	427.4 MB	81.4 MB	64.9 MB
25	60/ee47ae	3863751	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SPT5_INPUT_REP1_T1)	COMPLETED	0	2023-06-15 21:10:16.661	1.4s	0ms	177.9%	28.4 MB	1.7 GB	11.8 MB	10.2 MB
26	55/952791	3864246	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SPT5_INPUT_REP2_T1)	COMPLETED	0	2023-06-15 21:10:17.287	1.3s	1s	193.0%	23.3 MB	1.7 GB	11.8 MB	10.2 MB
27	c7/5940b6	3864765	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SPT5_INPUT_REP1_T1)	COMPLETED	0	2023-06-15 21:10:18.059	963ms	0ms	120.6%	6.6 MB	220.7 MB	10.3 MB	15 KB
28	96/cf3f46	3865104	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SPT5_INPUT_REP2_T1)	COMPLETED	0	2023-06-15 21:10:18.558	905ms	0ms	144.7%	6.5 MB	220.7 MB	10.3 MB	15.2 KB
30	6a/f501e2	3865485	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_INPUT_REP1_T1)	COMPLETED	0	2023-06-15 21:10:19.036	1.5s	0ms	98.0%	3.2 MB	5.4 MB	126.9 KB	5.2 KB
31	7e/c0223d	3865504	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP1_T1)	COMPLETED	0	2023-06-15 21:10:19.042	1.6s	0ms	127.3%	6.6 MB	220.7 MB	10.3 MB	5.4 KB
29	f8/bd66f3	3865522	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP1_T1)	COMPLETED	0	2023-06-15 21:10:19.048	1.9s	1s	147.2%	6.9 MB	222.2 MB	10.3 MB	43.2 KB
21	b4/f0885f	3862531	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (SPT5_T0_REP1_T1)	COMPLETED	0	2023-06-15 21:10:14.051	7s	5s	188.7%	162.2 MB	299.9 MB	79.6 MB	61.1 MB
32	5a/1f94d1	3865993	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_INPUT_REP2_T1)	COMPLETED	0	2023-06-15 21:10:19.477	1.7s	0ms	107.9%	3.1 MB	5.4 MB	127.1 KB	5.2 KB
