nodeConfig,build-linux-kernel1,fio2,fio3,fio4,fio5,fio6,fio7,fio8,fio9,iperf10,iperf11,iperf12,iperf13,john-the-ripper14,john-the-ripper15,ramspeed16,ramspeed17,ramspeed18,ramspeed19,ramspeed20,ramspeed21,ramspeed22,ramspeed23,ramspeed24,ramspeed25,stream26,stream27,stream28,stream29,taskName,wfName,pCpu,cpus,rss,vmem,rchar,wchar,syscr,syscw,realtime,rank
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.7,2,135847116.8,1073042227.2,402490193,8502836.2,92574.2,662,5480.2,10
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.92000122070313,2,135585792,586566860.8,402525843.6,8502895,92582.4,662,5627.4,11
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.06000061035157,2,135942963.2,586643865.6,402561890.8,8502835.2,92592.2,662,5676.2,12
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.53999938964844,2,135861043.2,737573273.6,402598053,8502782.6,92601,662,6123.8,13
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,113.78000030517578,2,136357478.4,737648640,402562006,8502865.6,92592.6,662,6217.2,14
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.75999908447265,2,135925760,737574912,402706213.6,8503170,92626,662,6294.2,15
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.04000091552734,2,135729971.2,586571776,402561881.2,8502858.6,92591.8,662,6504.4,16
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.81999969482422,2,135824998.4,586571776,402597950.8,8502849.6,92599.4,662,6537.6,17
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.8,2,150684467.2,1277430169.6,402562282.2,8502917.8,92591.6,662,6665,18
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.94000244140625,2,136198553.6,1073152000,402598312.4,8502804,92600.2,662,6691.8,19
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.13999938964844,2,143257600,816191897.6,402634145,8502956,92608,662,7122.4,20
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,113.24000091552735,2,136069120,737574092.8,402562012.4,8502845.2,92589.8,662,7128.8,21
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.36000061035156,2,136146124.8,1073152819.2,402598324.4,8502902,92601,662,7229.6,22
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,107.81999969482422,2,187090534.4,940542361.6,402598999.2,8502881,92597.8,662,7270.2,23
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.18000030517578,2,136098611.2,1073152819.2,402634353.2,8502936,92607.2,662,8370.8,24
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.46000061035156,2,135950336,737574912,402563107.4,8502961.4,92590.6,662,8402.6,25
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.13999938964844,2,136257536,1073226547.2,402563421.4,8502874.4,92590,662,8587.8,26
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.6,2,155748761.6,1293997670.4,402598354.2,8503017.8,92600.2,662,8716,27
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,143.9933329264323,2,95145437.866666666667,2067998583.46666667,64943212.066666666667,28431410.266666666667,10375.2666666666666667,4801.3333333333333333,1400,1
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,151.31999918619792,2,122306833.06666667,3179036398.93333333,64930005.866666666667,28417371.4,10374.0666666666666667,4801.1333333333333333,1733.3333333333333333,2
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,152.46666768391927,2,118434474.66666667,2538146474.66666667,64888574.066666666667,28377532.933333333333,10374.4,4801.2,1800,3
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.73333536783855,2,114017894.4,3179037218.13333333,64955079.133333333333,28437327.2,10379.2666666666666667,4800.7333333333333333,1800,3
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.73999837239583,2,108326638.93333333,4381960055.46666667,64914534.066666666667,28398947.6,10379.2666666666666667,4801.8,1800,3
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,147.83333333333334,2,109811848.53333333,1563880106.66666667,64920747.733333333333,28405411.333333333333,10375.3333333333333333,4801.3333333333333333,1866.6666666666666667,6
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,147.57333475748698,2,111096354.13333333,2325080200.53333333,65011324.666666666667,28494079.866666666667,10376.5333333333333333,4802.6666666666666667,1866.6666666666666667,6
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,144.85999959309896,2,120688366.93333333,1096989081.6,64890165.133333333333,28373850.866666666667,10380.4666666666666667,4801.6,2066.6666666666666667,8
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,146.44000040690105,2,116631961.6,3214833254.4,64936329.4,28423495.2,10375.2,4800.6,2066.6666666666666667,8
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,144.70000101725262,2,119061435.73333333,1719979485.86666667,64910342.466666666667,28390907.533333333333,10379.8,4801.0666666666666667,2066.6666666666666667,8
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,150.45333251953124,2,117836731.73333333,1114883686.4,64894418.266666666667,28383275.533333333333,10374.8,4801.8,2333.3333333333333333,11
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.62666727701824,2,116570794.66666667,1965487445.33333333,64952511.866666666667,28438349,10375.3333333333333333,4800.3333333333333333,2400,12
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,152.26000061035157,2,116578986.66666667,1114883140.26666667,64858298.666666666667,28347890.6,10374.6,4801.4,2466.6666666666666667,13
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,146.6066680908203,2,114289049.6,1965487718.4,65008249.066666666667,28489390.333333333333,10375.6666666666666667,4801.7333333333333333,2466.6666666666666667,13
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,150.05333557128907,2,118181888,2618118417.06666667,64958877.2,28448068.6,10372.8,4801.1333333333333333,2600,15
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,143.35333150227865,2,116645068.8,2022530252.8,64949360.4,28432805.666666666667,10379.2666666666666667,4800.3333333333333333,2600,15
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.5133321126302,2,120332834.13333333,2930175180.8,64965411.066666666667,28447574.466666666667,10378.2666666666666667,4800.2,2600,15
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.8133321126302,2,115356467.2,1378284885.33333333,64964856.2,28447462.666666666667,10376.2666666666666667,4801.6,2600,15
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,144.94000040690105,2,118639001.6,2627627144.53333333,64966837.466666666667,28447616.4,10379.6,4800.9333333333333333,2666.6666666666666667,19
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,150.9,2,122459204.26666667,2930173542.4,64952019.4,28439240,10372,4801.1333333333333333,2933.3333333333333333,20
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,150.48666687011718,2,117959884.8,2325075831.46666667,64897383.066666666667,28385499.2,10374.2666666666666667,4801.9333333333333333,2933.3333333333333333,20
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,146.03333333333333,2,115714457.6,2325077196.8,64946234.6,28433932.266666666667,10375.3333333333333333,4801.7333333333333333,3133.3333333333333333,22
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,143.16666666666666,2,113973657.6,2289286075.73333333,64951993.6,28434701.866666666667,10378.9333333333333333,4800.7333333333333333,3200,23
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.75333251953126,2,121541973.33333333,3232721305.6,64929146.533333333333,28414820.333333333333,10376.0666666666666667,4801.8,3266.6666666666666667,24
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,146.7066660563151,2,120273305.6,2930176819.2,64947935.333333333333,28433320.066666666667,10375.1333333333333333,4801.0666666666666667,3400,25
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,146.24000244140626,2,123824537.6,1719979485.86666667,64906724.466666666667,28387066.333333333333,10379.8,4801.2666666666666667,3600,26
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA,nfcore/viralrecon:2.1,145.12000020345053,2,119243844.26666667,4121353966.93333333,64922799.4,28406442.4,10378.6,4800.4666666666666667,3600,26
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,106.43999786376953,2,144905011.2,595676364.8,466158132.2,8566535,107469.6,707,4661.6,1
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,107.63999938964844,2,145232691.2,595675545.6,466158126,8566528.2,107468.2,707,4961.8,2
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,114.91999969482421,2,144682188.8,746679500.8,466158268.8,8566533.2,107466.2,707,5041.8,3
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,113.66000061035156,2,191732121.6,1531187200,466158547.4,8566537.6,107466.2,707,5154.2,4
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.58000030517579,2,145077043.2,746680320,466158263.6,8566534.4,107469,707,5266,5
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.16000061035156,2,145143398.4,746679500.8,466158264.8,8566529.4,107468.2,707,5658.6,6
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,114.14000091552734,2,163110092.8,907528601.6,466158264.6,8566531.2,107467.4,707,5676.6,7
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,113.24000091552735,2,145104076.8,1082257408,466158526.8,8566529,107467.6,707,5701.4,8
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.91999969482421,2,184537088,1417869721.6,466158523,8566532,107467.8,707,5713,9
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.21999969482422,2,191754240,1531167539.2,466158522.4,8566525.6,107468.4,707,6016.2,10
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,108.41999969482421,2,144742809.6,595673907.2,466158132.6,8566535.6,107468,707,6395.6,11
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.80000152587891,2,145011507.2,746680320,466158263.4,8566528.4,107467.8,707,6414,12
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,108.41999969482421,2,265488793.6,1207070720,466158135.6,8566530,107469.8,707,6429.8,13
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.35999908447266,2,144870604.8,746678681.6,466158261,8566535.4,107467,707,6894.8,14
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,112.08000030517579,2,145018880,746680320,466158259,8566529.6,107468,707,7113.2,15
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.84000091552734,2,145242521.6,1082389299.2,466158537.6,8566525.6,107468.4,707,7281.2,16
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.22000122070312,2,144795238.4,595676364.8,466158125,8566531.6,107467,707,7459.8,17
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.05999908447265,2,145190912,595675545.6,466158130,8566528.2,107468.2,707,7503.6,18
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.54000091552734,2,145389158.4,1082257408,466158531,8566534.8,107467.8,707,7920.6,19
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,111.54000091552734,2,145059840,746822860.8,466158267.8,8566533.2,107468.4,707,8035.4,20
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.27999877929688,2,145054105.6,1082257408,466158530,8566527.4,107468.6,707,8157,21
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,108.31999969482422,2,145134387.2,595676364.8,466159198.8,8566528.2,107467.2,707,8314,22
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.63999938964844,2,158986240,831927091.2,466158275.6,8566532.4,107467.4,707,8517.2,23
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,109.68000183105468,2,144998400,746679500.8,466159370.8,8566533.8,107468.4,707,9568.4,24
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.76000213623047,2,145852006.4,1082857881.6,466158531.2,8566527.6,107467,707,9663.4,25
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.66000061035156,2,145215488,1082390118.4,466158545.6,8566534,107467.2,707,9752.6,26
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:QUAST,nfcore/viralrecon:2.1,110.13999938964844,2,145075404.8,1082257408,466159661.6,8566529.4,107468.2,707,10250.6,27
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES,nfcore/viralrecon:2.1,173.21999918619792,2,234429098.66666667,1695487044.26666667,59790247.466666666667,481246546.66666667,8701.2666666666666667,3577.6666666666666667,18933.333333333333,1
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES,nfcore/viralrecon:2.1,173.83333333333334,2,221978077.86666667,1697013213.86666667,59791539.8,481246562.46666667,8738.4666666666666667,3577.7333333333333333,19400,2
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES,nfcore/viralrecon:2.1,171.9199981689453,2,224410555.73333333,1713348334.93333333,59790028.8,481246563.6,8863.3333333333333333,3577.6666666666666667,20400,3
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES,nfcore/viralrecon:2.1,177.46000061035156,2,266826274.13333333,1707729169.06666667,59791516.6,481246544.66666667,9100.3333333333333333,3577.6666666666666667,21200,4
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES,nfcore/viralrecon:2.1,168.17999979654948,2,253603020.8,1695360614.4,59793211.4,481246557.46666667,9151.0666666666666667,3577.6666666666666667,24066.666666666667,5
