nodeConfig,build-linux-kernel1,fio2,fio3,fio4,fio5,fio6,fio7,fio8,fio9,iperf10,iperf11,iperf12,iperf13,john-the-ripper14,john-the-ripper15,ramspeed16,ramspeed17,ramspeed18,ramspeed19,ramspeed20,ramspeed21,ramspeed22,ramspeed23,ramspeed24,ramspeed25,stream26,stream27,stream28,stream29,taskName,wfName,pCpu,cpus,rss,vmem,rchar,wchar,syscr,syscw,realtime,rank
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,ApplyBQSR,nfcore/sarek:2.7.1,169.39833246866863,2,322789307.73333333,8896484078.93333333,36045572.616666666667,712364.216666666667,18072.933333333333,236.5833333333333333,3135.2333333333333333,1
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,ApplyBQSR,nfcore/sarek:2.7.1,172.29666595458986,2,279873604.26666667,8904039628.8,36044938.033333333333,712347.683333333333,18072.6,236.5833333333333333,3184.9,2
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,ApplyBQSR,nfcore/sarek:2.7.1,173.39166793823242,2,300101973.33333333,8920520704,36045533.466666666667,712354.916666666667,18072.883333333333,236.5833333333333333,3262.1833333333333333,3
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,ApplyBQSR,nfcore/sarek:2.7.1,169.50333353678386,2,369762235.73333333,8937702058.66666667,36044703.283333333333,712349.933333333333,18072.466666666667,236.5833333333333333,3356.6666666666666667,4
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,ApplyBQSR,nfcore/sarek:2.7.1,166.20833307902018,2,328389017.6,8905090935.46666667,36045563.65,712354.183333333333,18072.916666666667,236.5833333333333333,3417.4166666666666667,5
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,ApplyBQSR,nfcore/sarek:2.7.1,168.33666610717773,2,352641911.46666667,8923279906.13333333,36045213.983333333333,712351.766666666667,18072.866666666667,236.5833333333333333,3444.4166666666666667,6
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,ApplyBQSR,nfcore/sarek:2.7.1,165.99333368937175,2,335128234.66666667,8906587818.66666667,36045122.266666666667,712354.1,18072.866666666667,236.5833333333333333,3456.1166666666666667,7
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,ApplyBQSR,nfcore/sarek:2.7.1,166.7750010172526,2,360806536.53333333,8942150246.4,36045415.716666666667,712351.116666666667,18072.85,236.5833333333333333,3772.75,8
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,ApplyBQSR,nfcore/sarek:2.7.1,167.70833409627278,2,366115771.73333333,8940075554.13333333,36044879.333333333333,712355.433333333333,18072.666666666667,236.5833333333333333,3818,9
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,ApplyBQSR,nfcore/sarek:2.7.1,172.42166646321616,2,359390617.6,8927819639.46666667,36044687.433333333333,712347.15,18072.483333333333,236.5833333333333333,3831.8333333333333333,10
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,ApplyBQSR,nfcore/sarek:2.7.1,167.3933334350586,2,367360409.6,8940289297.06666667,36045081.783333333333,712352.316666666667,18074.566666666667,236.5833333333333333,4541.0666666666666667,11
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,ApplyBQSR,nfcore/sarek:2.7.1,166.83333409627278,2,351809877.33333333,8918774647.46666667,36045466.8,712350.183333333333,18074.15,236.5833333333333333,4643.7666666666666667,12
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,ApplyBQSR,nfcore/sarek:2.7.1,170.00166651407878,2,367869201.06666667,8940359475.2,36044648.533333333333,712349.033333333333,18074.716666666667,236.5833333333333333,4695.3333333333333333,13
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,ApplyBQSR,nfcore/sarek:2.7.1,166.47333348592122,2,353114794.66666667,8926709896.53333333,36045390.566666666667,712363.65,18073.95,236.5833333333333333,4703,14
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,ApplyBQSR,nfcore/sarek:2.7.1,166.68166732788086,2,351808375.46666667,8925415765.33333333,36045428.916666666667,712365.55,18074.033333333333,236.5833333333333333,4733.9666666666666667,15
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,ApplyBQSR,nfcore/sarek:2.7.1,167.45833307902018,2,363121732.26666667,8927933235.2,36045022.483333333333,712357.25,18074.583333333333,236.5833333333333333,4748.1333333333333333,16
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,ApplyBQSR,nfcore/sarek:2.7.1,167.11666615804037,2,358867217.06666667,8924665514.66666667,36045061.15,712350.866666666667,18074.233333333333,236.5833333333333333,4755.8333333333333333,17
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,ApplyBQSR,nfcore/sarek:2.7.1,170.5716667175293,2,365655586.13333333,8937616657.06666667,36031124.833333333333,712355.883333333333,18072.35,236.5833333333333333,4789.4666666666666667,18
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,ApplyBQSR,nfcore/sarek:2.7.1,169.59166717529297,2,322452889.6,8948127880.53333333,36044731.5,712350.033333333333,18075.216666666667,236.5833333333333333,5832.85,19
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,ApplyBQSR,nfcore/sarek:2.7.1,169.76666641235352,2,322543342.93333333,8948148701.86666667,36044680.9,712353.533333333333,18075.2,236.5833333333333333,5898.8833333333333333,20
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,ApplyBQSR,nfcore/sarek:2.7.1,165.8016675313314,2,321631505.06666667,8949200486.4,36045093.833333333333,712365.583333333333,18075.15,236.5833333333333333,6060.6833333333333333,21
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,ApplyBQSR,nfcore/sarek:2.7.1,166.23666610717774,2,321658743.46666667,8948344763.73333333,36045197.55,712348.8,18075.3,236.5833333333333333,6128.0833333333333333,22
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,ApplyBQSR,nfcore/sarek:2.7.1,166.21166559855143,2,327772979.2,8948502323.2,36045370.75,712356.833333333333,18075.116666666667,236.5833333333333333,6314.6666666666666667,23
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,ApplyBQSR,nfcore/sarek:2.7.1,163.4566670735677,2,362992298.66666667,8947184571.73333333,36046628.95,712359.066666666667,18075.916666666667,236.5833333333333333,6510.2666666666666667,24
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,ApplyBQSR,nfcore/sarek:2.7.1,165.34499944051106,2,342026922.66666667,8947296119.46666667,36045387.3,712361.466666666667,18075.216666666667,236.5833333333333333,6596.8666666666666667,25
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,ApplyBQSR,nfcore/sarek:2.7.1,168.221666208903,2,359556027.73333333,8948362240,36046848.383333333333,712352.983333333333,18076.533333333333,236.5833333333333333,6602.65,26
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,ApplyBQSR,nfcore/sarek:2.7.1,164.92833353678387,2,361585254.4,8947257821.86666667,36046354.466666666667,712347.466666666667,18076.316666666667,236.5833333333333333,6785.1333333333333333,27
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,BamQC,nfcore/sarek:2.7.1,176.9999992957482,2,126657331.2,8983408640,33422938.523076923077,753301.461538461538,6145.4461538461538462,1425.4307692307692308,2165.7692307692307692,1
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,BamQC,nfcore/sarek:2.7.1,179.92769211989182,2,127447607.13846154,8983877285.41538462,33677460.646153846154,753390.492307692308,6166.7538461538461538,1425.5846153846153846,2167.7846153846153846,2
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,BamQC,nfcore/sarek:2.7.1,172.45230853740986,2,124765672.36923077,8983408640,33649521.430769230769,753439.923076923077,6161.0769230769230769,1425.7846153846153846,2248.4461538461538462,3
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,BamQC,nfcore/sarek:2.7.1,177.5046159010667,2,132639318.64615385,8983500264.36923077,33989822.430769230769,753415.784615384615,6161.2615384615384615,1425.7230769230769231,2351.0461538461538462,4
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,BamQC,nfcore/sarek:2.7.1,174.23076993502104,2,124378379.81538462,8983886800.73846154,33333713.661538461538,753447.076923076923,6124.0615384615384615,1425.7692307692307692,2359.6923076923076923,5
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,BamQC,nfcore/sarek:2.7.1,174.31538531963642,2,133288503.13846154,8983408640,33761795.292307692308,753190.507692307692,6146.4461538461538462,1425.2307692307692308,2385.2153846153846154,6
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,BamQC,nfcore/sarek:2.7.1,177.05846088115985,2,135357739.32307692,8983436051.69230769,34376204.630769230769,753424.2,6174.7384615384615385,1425.7538461538461538,2490.1846153846153846,7
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,BamQC,nfcore/sarek:2.7.1,179.35999943659857,2,135706529.47692308,8983408640,34568213.661538461538,753443.969230769231,6181.3538461538461538,1425.7076923076923077,2497.9846153846153846,8
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,BamQC,nfcore/sarek:2.7.1,172.97384573129509,2,122750251.32307692,8984341645.78461538,33453854.461538461538,753434.030769230769,6153.4153846153846154,1425.7692307692307692,2498.7692307692307692,9
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,BamQC,nfcore/sarek:2.7.1,172.6984614445613,2,131965684.18461538,8983901609.35384615,33563318.415384615385,753422.861538461538,6138.7538461538461538,1425.7230769230769231,2551.6,10
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,BamQC,nfcore/sarek:2.7.1,175.96153822678787,2,133239099.07692308,8983408640,33392938.276923076923,753419.907692307692,6139.1076923076923077,1425.7230769230769231,3092.0153846153846154,11
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,BamQC,nfcore/sarek:2.7.1,173.83384728064902,2,132792067.93846154,8983465290.83076923,33747928.876923076923,753176.753846153846,6144.5846153846153846,1425.2615384615384615,3117.4769230769230769,12
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,BamQC,nfcore/sarek:2.7.1,174.72923044057993,2,132406476.8,8983438383.26153846,33379081.492307692308,753341.430769230769,6136.3692307692307692,1425.5538461538461538,3159.8923076923076923,13
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,BamQC,nfcore/sarek:2.7.1,172.95384615384614,2,131105146.09230769,8983408640,33861923.846153846154,753466.707692307692,6132.8769230769230769,1425.8307692307692308,3195.3538461538461538,14
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,BamQC,nfcore/sarek:2.7.1,171.87692284217246,2,136018770.70769231,8983408640,33493886.461538461538,753440.538461538462,6166.4307692307692308,1425.7846153846153846,3225.0615384615384615,15
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,BamQC,nfcore/sarek:2.7.1,171.79538456843449,2,133402813.04615385,8983905390.27692308,33663379.323076923077,753451.907692307692,6165.9692307692307692,1425.8153846153846154,3246.6307692307692308,16
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,BamQC,nfcore/sarek:2.7.1,171.3092299241286,2,131176542.52307692,8983408640,33396428.846153846154,753447.046153846154,6140.4153846153846154,1425.7846153846153846,3297.6769230769230769,17
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,BamQC,nfcore/sarek:2.7.1,171.73692298302285,2,133157242.09230769,8983875142.89230769,33715133.123076923077,753403.230769230769,6137.5230769230769231,1425.6615384615384615,3303.5230769230769231,18
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,BamQC,nfcore/sarek:2.7.1,175.38307729867788,2,139886276.92307692,8985341699.93846154,33726533.169230769231,753368.184615384615,6140.6615384615384615,1425.5538461538461538,4107.3538461538461538,19
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,BamQC,nfcore/sarek:2.7.1,170.17230788010818,2,133674976.49230769,8984813315.93846154,34102718.938461538462,753420.123076923077,6152.8769230769230769,1425.7230769230769231,4291.9384615384615385,20
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,BamQC,nfcore/sarek:2.7.1,173.13692180926984,2,133776494.27692308,8985279944.86153846,33973774.830769230769,753294.692307692308,6160.6307692307692308,1425.4461538461538462,4303.7384615384615385,21
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,BamQC,nfcore/sarek:2.7.1,168.8092299241286,2,136497687.63076923,8986207657.35384615,33396418.138461538462,753278.707692307692,6141.5538461538461538,1425.4153846153846154,4319.8307692307692308,22
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,BamQC,nfcore/sarek:2.7.1,173.71692410982573,2,133744230.4,8984343473.23076923,33553567.215384615385,753448.615384615385,6138.8,1425.7538461538461538,4329.5076923076923077,23
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,BamQC,nfcore/sarek:2.7.1,174.24461552546575,2,136310594.95384615,8986209799.87692308,33489005.615384615385,753450.661538461538,6124.2923076923076923,1425.8153846153846154,4335.2769230769230769,24
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,BamQC,nfcore/sarek:2.7.1,172.2892303466797,2,137582875.56923077,8983437312,33741319.953846153846,753361.569230769231,6144.3538461538461538,1425.5692307692307692,4352.7076923076923077,25
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,BamQC,nfcore/sarek:2.7.1,171.54153841458833,2,134430278.89230769,8988105554.70769231,33641143.384615384615,753445.138461538462,6119.0923076923076923,1425.8,4369.9230769230769231,26
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,BamQC,nfcore/sarek:2.7.1,171.67384643554686,2,136459878.4,8989037930.33846154,33842878.092307692308,753452.892307692308,6130.7076923076923077,1425.8153846153846154,4466.2153846153846154,27
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,BaseRecalibrator,nfcore/sarek:2.7.1,92.90666681925455,1,197760750.93333333,8522943146.66666667,34115690.883333333333,1180923.5,17829.083333333333,78756,5332.2166666666666667,1
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,BaseRecalibrator,nfcore/sarek:2.7.1,92.86166661580404,1,194116812.8,8516297454.93333333,34110063.6,1180925.75,17830.016666666667,78756,5371.65,2
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,BaseRecalibrator,nfcore/sarek:2.7.1,94.35499979654948,1,182445738.66666667,8518102562.13333333,34116752.983333333333,1180925.8,17830.65,78756,5379.95,3
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,BaseRecalibrator,nfcore/sarek:2.7.1,92.71833305358886,1,195208055.46666667,8520080930.13333333,34102820.35,1180924.75,17828.033333333333,78756,5536.75,4
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,BaseRecalibrator,nfcore/sarek:2.7.1,95.0816665649414,1,182315076.26666667,8516667938.13333333,34110446.6,1180926.6,17829.533333333333,78756,5553.65,5
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,BaseRecalibrator,nfcore/sarek:2.7.1,93.40833307902018,1,196640836.26666667,8520717653.33333333,34102940.9,1180923.95,17827.733333333333,78756,5576.7666666666666667,6
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,BaseRecalibrator,nfcore/sarek:2.7.1,92.1700003306071,1,193298022.4,8519129907.2,34109775.2,1180924.15,17829.6,78756,5875.3,7
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,BaseRecalibrator,nfcore/sarek:2.7.1,91.19333368937174,1,194740565.33333333,8522306628.26666667,34117387.933333333333,1180925.166666666667,17831.516666666667,78756,6549.45,8
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,BaseRecalibrator,nfcore/sarek:2.7.1,91.06999994913737,1,197026338.13333333,8523518566.4,34116799.983333333333,1180925.233333333333,17832,78756,7075.4,9
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,BaseRecalibrator,nfcore/sarek:2.7.1,91.57333412170411,1,198436386.13333333,8523548057.6,34117020.35,1180922.75,17832.516666666667,78756,7146.8333333333333333,10
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,BaseRecalibrator,nfcore/sarek:2.7.1,93.35499992370606,1,193899724.8,8519130931.2,34095610.4,1180923.916666666667,17828.3,78756,7645.5333333333333333,11
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,BaseRecalibrator,nfcore/sarek:2.7.1,91.45500005086264,1,194451046.4,8518246809.6,34108767.166666666667,1180922.916666666667,17830.016666666667,78756,7656.2166666666666667,12
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,BaseRecalibrator,nfcore/sarek:2.7.1,92.04000027974446,1,194120635.73333333,8521691477.33333333,34103270.566666666667,1180924.5,17830.133333333333,78756,7742.6666666666666667,13
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,BaseRecalibrator,nfcore/sarek:2.7.1,90.75666694641113,1,194667178.66666667,8523755178.66666667,34110069.416666666667,1180924.95,17832.183333333333,78756,8347.4166666666666667,14
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,BaseRecalibrator,nfcore/sarek:2.7.1,90.72666613260905,1,196246528,8524535330.13333333,34116807.616666666667,1180924.583333333333,17833.683333333333,78756,8504.8166666666666667,15
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,BaseRecalibrator,nfcore/sarek:2.7.1,90.17833340962729,1,195024964.26666667,8527927569.06666667,34103554.25,1180925.6,17831.566666666667,78756,8528.45,16
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,BaseRecalibrator,nfcore/sarek:2.7.1,89.6683334350586,1,194713668.26666667,8521497531.73333333,34116694.733333333333,1180925.766666666667,17834.566666666667,78756,8954.1666666666666667,17
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,BaseRecalibrator,nfcore/sarek:2.7.1,90.4633332570394,1,196439586.13333333,8528385774.93333333,34117297.116666666667,1180924.2,17835.483333333333,78756,9083.5833333333333333,18
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,BaseRecalibrator,nfcore/sarek:2.7.1,91.95500005086264,1,182544520.53333333,8527403554.13333333,34115887.266666666667,1180923.333333333333,17833.8,78756,9492.2333333333333333,19
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,BaseRecalibrator,nfcore/sarek:2.7.1,91.06833343505859,1,181488162.13333333,8521282013.86666667,34116596.683333333333,1180925.083333333333,17834.266666666667,78756,9762.35,20
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,BaseRecalibrator,nfcore/sarek:2.7.1,92.89166641235352,1,181968964.26666667,8518846327.46666667,34117115.033333333333,1180925.683333333333,17834.516666666667,78756,10301.716666666667,21
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,BaseRecalibrator,nfcore/sarek:2.7.1,89.17666702270508,1,184932215.46666667,8519632827.73333333,34117287.133333333333,1180926.083333333333,17835.616666666667,78756,11124.333333333333,22
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,BaseRecalibrator,nfcore/sarek:2.7.1,89.7316670735677,1,187327078.4,8521711957.33333333,34117489.833333333333,1180923.083333333333,17836.033333333333,78756,11201.783333333333,23
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,BaseRecalibrator,nfcore/sarek:2.7.1,89.3750005086263,1,195866692.26666667,8519617809.06666667,34118396.666666666667,1180928.083333333333,17835.233333333333,78756,11701.733333333333,24
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,BaseRecalibrator,nfcore/sarek:2.7.1,88.71999956766764,1,185473638.4,8519598148.26666667,34117487.266666666667,1180926.483333333333,17835.483333333333,78756,11913.683333333333,25
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,BaseRecalibrator,nfcore/sarek:2.7.1,88.7316665649414,1,198291456,8523934993.06666667,34118171.65,1180926.083333333333,17835.416666666667,78756,12608.033333333333,26
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,BaseRecalibrator,nfcore/sarek:2.7.1,88.34166704813639,1,199454446.93333333,8528970137.6,34111618.45,1180924.883333333333,17835.016666666667,78756,12808.483333333333,27
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,BIGWIG,nfcore/chipseq:1.2.2,121.11666666666666,2,15310165.333333333333,41055027.2,18283426.033333333333,7072914.7,59728.033333333333,102986.666666666667,1053.4333333333333333,16
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,BIGWIG,nfcore/chipseq:1.2.2,120.99000040690105,2,17156505.6,41052296.533333333333,18283434.266666666667,7072913,62808.1,102986.666666666667,1054.0666666666666667,17
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,BIGWIG,nfcore/chipseq:1.2.2,119.85333251953125,2,14955861.333333333333,39528174.933333333333,18283423.666666666667,7072914.466666666667,60306.266666666667,102986.666666666667,1075.3333333333333333,18
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,BIGWIG,nfcore/chipseq:1.2.2,129.52333399454753,2,16009625.6,34570786.133333333333,18284102.566666666667,7072913.9,51032.3,102986.666666666667,1131.5333333333333333,19
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,BIGWIG,nfcore/chipseq:1.2.2,117.05,2,16145339.733333333333,37198916.266666666667,18283166.833333333333,7072913.533333333333,35698.3,102986.5,1159.2333333333333333,20
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,BIGWIG,nfcore/chipseq:1.2.2,117.21000010172526,2,15527526.4,34261811.2,18283168.433333333333,7072913.8,37645.133333333333,102986.5,1179.0333333333333333,21
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,BIGWIG,nfcore/chipseq:1.2.2,123.78333307902018,2,19102242.133333333333,39791957.333333333333,18284263.4,7072915.1,47186.6,102986.5,1234.5666666666666667,22
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,BIGWIG,nfcore/chipseq:1.2.2,115.2,2,19251609.6,43690393.6,18283432.1,7072914.466666666667,32075.8,102986.666666666667,1248.4666666666666667,23
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,BIGWIG,nfcore/chipseq:1.2.2,120.77999979654948,2,20436309.333333333333,37000260.266666666667,18283031.733333333333,7072911.866666666667,50798.833333333333,102986.666666666667,1267.2333333333333333,24
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,BIGWIG,nfcore/chipseq:1.2.2,115.17333348592122,2,18358954.666666666667,41700420.266666666667,18283440.333333333333,7072915.2,32412.133333333333,102986.666666666667,1277.3,25
