wfName,nodeName,taskName,realtime
nfcore/eager:2.3.5,r5a.xlarge,markduplicates,2905.7
nfcore/eager:2.3.5,r5.2xlarge,markduplicates,2908.0
nfcore/eager:2.3.5,i3.large,markduplicates,2924.5
nfcore/eager:2.3.5,m5.2xlarge,markduplicates,2928.3
nfcore/eager:2.3.5,m5a.2xlarge,markduplicates,3380.8
nfcore/eager:2.3.5,i3.xlarge,markduplicates,3520.9
nfcore/eager:2.3.5,r5a.2xlarge,markduplicates,3768.7
nfcore/eager:2.3.5,i3.2xlarge,markduplicates,3854.0
nfcore/eager:2.3.5,m5zn.2xlarge,multiqc,20667.6
nfcore/eager:2.3.5,m5zn.large,multiqc,20914.0
nfcore/eager:2.3.5,m5zn.xlarge,multiqc,21565.8
nfcore/eager:2.3.5,z1d.2xlarge,multiqc,21569.8
nfcore/eager:2.3.5,z1d.large,multiqc,22438.0
nfcore/eager:2.3.5,z1d.xlarge,multiqc,22616.2
nfcore/eager:2.3.5,c5.2xlarge,multiqc,25250.4
nfcore/eager:2.3.5,c5a.2xlarge,multiqc,25273.6
nfcore/eager:2.3.5,c5a.xlarge,multiqc,26049.8
nfcore/eager:2.3.5,c5.xlarge,multiqc,26290.2
nfcore/eager:2.3.5,d3.2xlarge,multiqc,27040.8
nfcore/eager:2.3.5,d3.xlarge,multiqc,27124.2
nfcore/eager:2.3.5,m5.2xlarge,multiqc,28487.2
nfcore/eager:2.3.5,r5.2xlarge,multiqc,28641.8
nfcore/eager:2.3.5,m5.large,multiqc,29336.2
nfcore/eager:2.3.5,r5.large,multiqc,29525.4
nfcore/eager:2.3.5,r5.xlarge,multiqc,29545.8
nfcore/eager:2.3.5,m5.xlarge,multiqc,29613.6
nfcore/eager:2.3.5,i3.2xlarge,multiqc,35157.6
nfcore/eager:2.3.5,m5a.2xlarge,multiqc,35978.4
nfcore/eager:2.3.5,r5a.2xlarge,multiqc,36642.0
nfcore/eager:2.3.5,m5a.large,multiqc,37478.0
nfcore/eager:2.3.5,i3.xlarge,multiqc,37682.6
nfcore/eager:2.3.5,m5a.xlarge,multiqc,37689.8
nfcore/eager:2.3.5,r5a.large,multiqc,37755.8
nfcore/eager:2.3.5,r5a.xlarge,multiqc,37761.4
nfcore/eager:2.3.5,i3.large,multiqc,37929.0
nfcore/eager:2.3.5,m5zn.large,qualimap,2148.5
nfcore/eager:2.3.5,z1d.large,qualimap,2405.5
nfcore/eager:2.3.5,m5zn.xlarge,qualimap,2416.7
nfcore/eager:2.3.5,m5zn.2xlarge,qualimap,2573.2
nfcore/eager:2.3.5,z1d.xlarge,qualimap,2621.9
nfcore/eager:2.3.5,z1d.2xlarge,qualimap,2697.6
nfcore/eager:2.3.5,c5.2xlarge,qualimap,2825.9
nfcore/eager:2.3.5,c5.xlarge,qualimap,2897.3
nfcore/eager:2.3.5,c5a.2xlarge,qualimap,2957.3
nfcore/eager:2.3.5,c5a.xlarge,qualimap,2965.6
nfcore/eager:2.3.5,m5.large,qualimap,3085.9
nfcore/eager:2.3.5,r5.large,qualimap,3196.8
nfcore/eager:2.3.5,d3.xlarge,qualimap,3250.0
nfcore/eager:2.3.5,m5.2xlarge,qualimap,3416.8
nfcore/eager:2.3.5,d3.2xlarge,qualimap,3583.2
nfcore/eager:2.3.5,r5.xlarge,qualimap,3584.7
nfcore/eager:2.3.5,r5.2xlarge,qualimap,3589.4
nfcore/eager:2.3.5,m5.xlarge,qualimap,3600.0
nfcore/eager:2.3.5,r5a.large,qualimap,4036.4
nfcore/eager:2.3.5,r5a.xlarge,qualimap,4057.8
nfcore/eager:2.3.5,i3.large,qualimap,4131.6
nfcore/eager:2.3.5,m5a.large,qualimap,4168.5
nfcore/eager:2.3.5,m5a.xlarge,qualimap,4325.4
nfcore/eager:2.3.5,i3.xlarge,qualimap,4481.2
nfcore/eager:2.3.5,m5a.2xlarge,qualimap,4519.0
nfcore/eager:2.3.5,r5a.2xlarge,qualimap,4657.3
nfcore/eager:2.3.5,i3.2xlarge,qualimap,4658.0
