task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
21	3a/0bee99	2361385	NFCORE_SAREK:SAREK:FASTP (HCC1395T-1)	COMPLETED	0	2023-06-15 14:48:40.093	4m 22s	4m 21s	1122.9%	1.9 GB	2.9 GB	14.8 GB	14.5 GB
46	96/31905b	2372827	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 14:53:01.944	3m 9s	3m 7s	1437.5%	11.2 GB	20 GB	11.5 GB	6.1 GB
19	8e/a6c025	2355992	NFCORE_SAREK:SAREK:FASTQC (HCC1395N-1)	COMPLETED	0	2023-06-15 14:45:57.567	10m 21s	10m 18s	198.0%	729.2 MB	3.8 GB	12.5 GB	3.7 MB
49	b0/81856c	2381677	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 14:56:10.530	2m 56s	2m 55s	1528.8%	11.3 GB	20 GB	11.5 GB	6.1 GB
20	65/1dca45	2361378	NFCORE_SAREK:SAREK:FASTQC (HCC1395T-1)	COMPLETED	0	2023-06-15 14:48:40.087	12m 8s	12m 7s	198.4%	730.1 MB	3.8 GB	14.8 GB	3.7 MB
33	e9/4e3a5f	2388131	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 14:59:06.447	3m 6s	3m 4s	1502.3%	11.2 GB	20 GB	11.5 GB	6.1 GB
53	53/c676d1	2391620	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:00:48.500	3m 25s	3m 23s	1496.1%	11.2 GB	20.3 GB	11.5 GB	6.1 GB
59	af/4aa4b2	2395664	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:02:12.035	3m 25s	3m 23s	1492.7%	11.2 GB	20.2 GB	11.5 GB	6.1 GB
28	85/14ec24	2401195	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:04:13.146	3m 28s	3m 27s	1470.4%	11.2 GB	20 GB	11.5 GB	6.1 GB
43	75/e06028	2405273	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:05:36.940	3m 27s	3m 25s	1480.5%	11.2 GB	20.1 GB	11.5 GB	6.1 GB
60	72/142243	2411073	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:07:41.447	3m 24s	3m 22s	1505.0%	11.2 GB	20.3 GB	11.5 GB	6.1 GB
39	80/397bc1	2415025	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:09:04.182	3m 25s	3m 23s	1494.3%	11.2 GB	20.2 GB	11.5 GB	6.1 GB
36	54/a77707	2420564	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:11:05.187	3m 25s	3m 23s	1494.1%	11.4 GB	20 GB	11.5 GB	6.1 GB
61	df/06c4ab	2424616	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:12:28.910	3m 26s	3m 24s	1491.4%	11.1 GB	20 GB	11.5 GB	6.1 GB
30	30/283b86	2430132	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395N-1)	COMPLETED	0	2023-06-15 15:14:30.275	3m 25s	3m 23s	1498.2%	11.4 GB	20.1 GB	11.5 GB	6.1 GB
63	7f/6adcae	2434207	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:15:54.426	4m 2s	4m 1s	1490.8%	12.2 GB	20.2 GB	12.7 GB	7.2 GB
83	4e/597cda	2439775	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:17:54.887	4m 1s	3m 59s	1493.0%	12.2 GB	20.3 GB	12.7 GB	7.2 GB
71	16/bb1fe5	2445364	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:19:56.883	3m 59s	3m 57s	1504.0%	12.4 GB	20.5 GB	12.7 GB	7.2 GB
87	e2/5d40cd	2450890	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:21:56.236	4m 2s	4m	1495.2%	12.3 GB	20.2 GB	12.7 GB	7.2 GB
69	48/b2df3f	2456521	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:23:56.316	4m 2s	4m	1492.4%	12.2 GB	20.2 GB	12.7 GB	7.2 GB
77	4a/18f5a6	2462096	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:25:57.757	4m	3m 58s	1501.8%	12.3 GB	20.4 GB	12.7 GB	7.2 GB
80	8f/738b23	2467599	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:27:57.906	4m 2s	4m	1492.4%	12.2 GB	20.2 GB	12.7 GB	7.2 GB
74	20/5140c9	2473114	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:29:57.746	4m 1s	3m 59s	1491.6%	12.2 GB	20.1 GB	12.7 GB	7.2 GB
85	47/7fe6a7	2478656	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:31:59.809	3m 59s	3m 57s	1501.7%	12.4 GB	20.7 GB	12.7 GB	7.2 GB
88	c5/f2b0fd	2484117	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:33:59.049	4m 2s	4m	1491.3%	12.3 GB	20 GB	12.7 GB	7.2 GB
68	9c/47f302	2489561	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:35:58.886	4m 2s	4m	1491.9%	12.2 GB	20.1 GB	12.7 GB	7.2 GB
89	d8/e94184	2495090	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (HCC1395T-1)	COMPLETED	0	2023-06-15 15:38:01.039	3m 41s	3m 39s	1525.9%	12.3 GB	20.2 GB	12.7 GB	7.2 GB
98	f9/4ef6b8	2500585	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (HCC1395N)	COMPLETED	0	2023-06-15 15:40:00.862	37m 5s	37m 4s	163.8%	15.8 GB	34.8 GB	46.2 GB	18.6 GB
100	d0/df8276	2539307	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (HCC1395N)	COMPLETED	0	2023-06-15 16:17:05.654	2s	2s	90.1%	12.1 MB	17.5 MB	4.3 GB	311 KB
102	44/f24b2b	2539890	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (HCC1395N)	COMPLETED	0	2023-06-15 16:17:07.967	2m 40s	2m 39s	172.4%	2 GB	2.1 GB	15 GB	559.2 MB
99	88/92aca0	2505351	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (HCC1395T)	COMPLETED	0	2023-06-15 15:41:42.238	42m 19s	42m 18s	159.0%	16.9 GB	34.7 GB	52.3 GB	21.7 GB
107	30/faa650	2571392	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (HCC1395T)	COMPLETED	0	2023-06-15 16:24:01.152	2.2s	2s	91.6%	11.3 MB	16.9 MB	5 GB	363.8 KB
108	27/a384cf	2572035	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (HCC1395T)	COMPLETED	0	2023-06-15 16:24:03.620	3m 5s	3m 3s	175.4%	2 GB	2.1 GB	17.4 GB	634.7 MB
101	76/3b19b4	2539607	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (HCC1395N)	COMPLETED	0	2023-06-15 16:17:07.691	10m 37s	10m 35s	98.2%	284.1 MB	344.3 MB	10.4 GB	258.5 KB
106	aa/dc17dd	2539610	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HCC1395N)	COMPLETED	0	2023-06-15 16:17:07.696	11m 41s	11m 40s	102.6%	2.4 GB	6.8 GB	2.5 GB	845.8 KB
109	b0/127464	2571750	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (HCC1395T)	COMPLETED	0	2023-06-15 16:24:03.367	12m 31s	12m 31s	98.2%	283.2 MB	345 MB	11 GB	258.6 KB
113	a4/6f4c04	2571749	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HCC1395T)	COMPLETED	0	2023-06-15 16:24:03.364	14m 9s	14m 8s	102.0%	2.7 GB	6.8 GB	2.6 GB	847.3 KB
105	53/9bfb9b	2539624	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HCC1395N)	COMPLETED	0	2023-06-15 16:17:07.703	21m 53s	21m 52s	101.4%	2.9 GB	6.8 GB	5.5 GB	852.4 KB
104	71/30f030	2539615	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HCC1395N)	COMPLETED	0	2023-06-15 16:17:07.699	22m 58s	22m 57s	101.5%	2.5 GB	6.8 GB	5.4 GB	853.6 KB
114	7e/f71caf	2631574	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (HCC1395N)	COMPLETED	0	2023-06-15 16:40:05.653	6s	6s	179.8%	232.1 MB	6.8 GB	102 MB	834.9 KB
112	b5/987730	2571755	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HCC1395T)	COMPLETED	0	2023-06-15 16:24:03.370	26m 39s	26m 37s	101.6%	2 GB	6.8 GB	5.8 GB	855.7 KB
111	a2/db23ed	2571770	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HCC1395T)	COMPLETED	0	2023-06-15 16:24:03.374	30m 16s	30m 15s	101.3%	2.6 GB	6.8 GB	5.7 GB	858.3 KB
118	65/b6441c	2671623	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (HCC1395T)	COMPLETED	0	2023-06-15 16:54:19.655	5.8s	6s	179.6%	220.5 MB	6.8 GB	102 MB	834.9 KB
117	da/e79969	2632485	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HCC1395N)	COMPLETED	0	2023-06-15 16:40:11.636	15m 34s	15m 33s	103.9%	1.3 GB	6.8 GB	2.1 GB	1.9 GB
115	a9/66bcc7	2632489	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HCC1395N)	COMPLETED	0	2023-06-15 16:40:11.640	31m 14s	31m 12s	101.7%	2 GB	6.8 GB	4.4 GB	4 GB
116	c1/4d61e3	2632480	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HCC1395N)	COMPLETED	0	2023-06-15 16:40:11.631	33m 51s	33m 50s	103.3%	2.3 GB	6.8 GB	4.4 GB	3.8 GB
121	1c/11b823	2672511	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HCC1395T)	COMPLETED	0	2023-06-15 16:54:25.474	20m 35s	20m 34s	101.5%	1.9 GB	6.8 GB	2.2 GB	2.2 GB
122	1d/e36c05	2717896	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (HCC1395N)	COMPLETED	0	2023-06-15 17:14:02.885	12m 51s	12m 50s	149.4%	782.7 MB	847.3 MB	12.9 GB	8.4 GB
123	20/418a83	2732417	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (HCC1395N)	COMPLETED	0	2023-06-15 17:26:53.583	3.3s	3s	63.0%	11.6 MB	17.3 MB	8.4 GB	268.9 KB
125	2b/815350	2733978	NFCORE_SAREK:SAREK:CRAM_QC_RECAL:MOSDEPTH (HCC1395N)	COMPLETED	0	2023-06-15 17:26:57.918	2m 21s	2m 20s	152.1%	2 GB	2.1 GB	11.5 GB	448.5 MB
120	13/02b5e5	2672516	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HCC1395T)	COMPLETED	0	2023-06-15 16:54:25.476	35m 4s	35m 3s	101.3%	2.1 GB	6.8 GB	4.7 GB	4.5 GB
130	57/e9b2b7	2732812	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_GERMLINE_MANTA:MANTA_GERMLINE (HCC1395N)	COMPLETED	0	2023-06-15 17:26:56.909	3m 36s	3m 35s	850.0%	495.4 MB	2.3 GB	88.5 GB	74 MB
124	16/e00a44	2732779	NFCORE_SAREK:SAREK:CRAM_QC_RECAL:SAMTOOLS_STATS (HCC1395N)	COMPLETED	0	2023-06-15 17:26:56.899	9m 46s	9m 45s	98.7%	288.4 MB	347.6 MB	14.3 GB	283 KB
131	04/a584d8	2775964	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_GERMLINE_MANTA:MANTA_GERMLINE (HCC1395N)	COMPLETED	0	2023-06-15 17:30:32.973	6m 15s	6m 14s	931.0%	550.4 MB	2.1 GB	153.9 GB	148.5 MB
119	65/23bb5a	2672510	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR (HCC1395T)	COMPLETED	0	2023-06-15 16:54:25.470	42m 38s	42m 37s	101.5%	1.5 GB	6.8 GB	4.7 GB	4.7 GB
127	3a/204292	2732773	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (HCC1395N)	COMPLETED	0	2023-06-15 17:26:56.892	14m 31s	14m 30s	100.1%	6.7 GB	11.3 GB	32.8 GB	3.4 GB
139	cb/6745db	2903963	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TABIX_BGZIP_TIDDIT_SV (HCC1395N)	COMPLETED	0	2023-06-15 17:41:29.205	734ms	0ms	57.1%	3.1 MB	5.4 MB	331.2 KB	41 KB
144	1e/649dac	2904321	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (HCC1395N)	COMPLETED	0	2023-06-15 17:41:30.944	1.3s	0ms	101.8%	12.9 MB	4 GB	125.6 KB	3.2 KB
142	2f/32fa1f	2904326	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (HCC1395N)	COMPLETED	0	2023-06-15 17:41:30.951	1.9s	0ms	90.4%	8.2 MB	26.6 MB	79.5 KB	1.5 KB
143	85/4d831e	2904361	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (HCC1395N)	COMPLETED	0	2023-06-15 17:41:30.964	2.1s	0ms	104.6%	2.7 MB	11 MB	79.5 KB	1.4 KB
141	c0/d42a44	2904339	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (HCC1395N)	COMPLETED	0	2023-06-15 17:41:30.957	2.2s	0ms	104.6%	10.3 MB	29.6 MB	79.5 KB	1.5 KB
134	9e/615778	2841175	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE (HCC1395N)	COMPLETED	0	2023-06-15 17:37:03.842	4m 50s	4m 49s	850.9%	699.6 MB	1.8 GB	31.5 GB	516.2 MB
135	62/2e7d6e	2837512	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_GERMLINE_MANTA:MANTA_GERMLINE (HCC1395N)	COMPLETED	0	2023-06-15 17:36:47.519	6m 51s	6m 50s	922.6%	621.9 MB	2 GB	147.2 GB	148.4 MB
147	ae/1a2174	2932780	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_GERMLINE_MANTA:MERGE_MANTA_SMALL_INDELS (HCC1395N)	COMPLETED	0	2023-06-15 17:43:39.894	8.2s	7s	173.6%	236.1 MB	6.8 GB	101.8 MB	822.3 KB
145	8d/c71a84	2932781	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_GERMLINE_MANTA:MERGE_MANTA_SV (HCC1395N)	COMPLETED	0	2023-06-15 17:43:39.901	8.3s	7s	172.7%	235.4 MB	6.8 GB	101.8 MB	844 KB
146	2c/64d3e5	2937961	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_GERMLINE_MANTA:MERGE_MANTA_DIPLOID (HCC1395N)	COMPLETED	0	2023-06-15 17:43:48.111	7.2s	6s	177.0%	237.5 MB	6.8 GB	101.7 MB	727.5 KB
152	ce/320208	2942991	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (HCC1395N)	COMPLETED	0	2023-06-15 17:43:56.362	1.3s	0ms	92.1%	3 MB	5.4 MB	127.7 KB	3.7 KB
150	0e/576370	2943001	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (HCC1395N)	COMPLETED	0	2023-06-15 17:43:56.375	2.6s	0ms	66.1%	2.7 MB	11 MB	81.6 KB	2 KB
149	7e/caa146	2942996	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (HCC1395N)	COMPLETED	0	2023-06-15 17:43:56.368	2.7s	0ms	55.4%	9.2 MB	28.2 MB	81.6 KB	2.1 KB
151	29/b7913c	2943007	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (HCC1395N)	COMPLETED	0	2023-06-15 17:43:56.383	2.8s	0ms	78.4%	2.7 MB	11 MB	81.6 KB	2.1 KB
132	7c/a7566f	2909159	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE (HCC1395N)	COMPLETED	0	2023-06-15 17:41:53.403	4m 50s	4m 49s	832.2%	704.6 MB	1.8 GB	35 GB	509.6 MB
129	de/dd0fe6	2932471	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE (HCC1395N)	COMPLETED	0	2023-06-15 17:43:38.889	3m 5s	3m 3s	643.9%	704.9 MB	1.8 GB	18.6 GB	261.3 MB
153	39/d7238e	2975482	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:MERGE_STRELKA (HCC1395N)	COMPLETED	0	2023-06-15 17:46:43.442	8.5s	8s	185.8%	397.3 MB	6.8 GB	107.2 MB	9.2 MB
156	19/85c572	2978911	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (HCC1395N)	COMPLETED	0	2023-06-15 17:46:51.994	1.2s	0ms	92.3%	9.8 MB	1.8 GB	8 MB	74.9 KB
155	7e/7d6abc	2979538	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (HCC1395N)	COMPLETED	0	2023-06-15 17:46:53.003	2.5s	1s	94.3%	7.8 MB	25.5 MB	8 MB	133.5 KB
159	e5/bfd22f	2979540	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (HCC1395N)	COMPLETED	0	2023-06-15 17:46:53.008	4.2s	1s	93.8%	10.1 MB	28.2 MB	8 MB	4.7 KB
157	cf/b77d62	2979549	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (HCC1395N)	COMPLETED	0	2023-06-15 17:46:53.012	4.2s	1s	90.9%	14 MB	31.6 MB	8 MB	3.8 KB
148	d5/f42f2e	2975235	NFCORE_SAREK:SAREK:VCF_ANNOTATE_ALL:VCF_ANNOTATE_ENSEMBLVEP:ENSEMBLVEP (HCC1395N)	COMPLETED	0	2023-06-15 17:46:42.912	19.3s	18.3s	99.1%	521.7 MB	542.7 MB	181.3 MB	1.7 MB
160	04/bff5c0	2981680	NFCORE_SAREK:SAREK:VCF_ANNOTATE_ALL:VCF_ANNOTATE_ENSEMBLVEP:TABIX_BGZIPTABIX (HCC1395N)	COMPLETED	0	2023-06-15 17:47:02.260	786ms	0ms	51.4%	3.1 MB	5.4 MB	703.2 KB	61.6 KB
154	24/75f7ff	2975478	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:MERGE_STRELKA_GENOME (HCC1395N)	COMPLETED	0	2023-06-15 17:46:43.437	21.3s	21s	142.0%	687.8 MB	6.8 GB	155.5 MB	82 MB
140	b5/044ff4	2975234	NFCORE_SAREK:SAREK:VCF_ANNOTATE_ALL:VCF_ANNOTATE_ENSEMBLVEP:ENSEMBLVEP (HCC1395N)	COMPLETED	0	2023-06-15 17:46:42.908	51s	50s	99.6%	1 GB	1 GB	391.8 MB	16.1 MB
161	19/9ebda8	2988500	NFCORE_SAREK:SAREK:VCF_ANNOTATE_ALL:VCF_ANNOTATE_ENSEMBLVEP:TABIX_BGZIPTABIX (HCC1395N)	COMPLETED	0	2023-06-15 17:47:33.938	787ms	0ms	69.9%	5.7 MB	11.6 MB	7.9 MB	429.3 KB
138	26/e4f524	2903613	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (HCC1395T)	COMPLETED	0	2023-06-15 17:41:28.200	9m 23s	9m 22s	176.0%	1.1 GB	1.1 GB	14.8 GB	10.7 GB
162	08/e695f5	3005907	NFCORE_SAREK:SAREK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (HCC1395T)	COMPLETED	0	2023-06-15 17:50:50.791	9.9s	9s	46.5%	11.5 MB	17 MB	10.7 GB	314.7 KB
158	89/7c6f49	2981675	NFCORE_SAREK:SAREK:VCF_ANNOTATE_ALL:VCF_ANNOTATE_ENSEMBLVEP:ENSEMBLVEP (HCC1395N)	COMPLETED	0	2023-06-15 17:47:02.253	5m 10s	5m 9s	537.1%	3.3 GB	3.4 GB	15.2 GB	224.7 MB
191	fb/728b8b	3023772	NFCORE_SAREK:SAREK:VCF_ANNOTATE_ALL:VCF_ANNOTATE_ENSEMBLVEP:TABIX_BGZIPTABIX (HCC1395N)	COMPLETED	0	2023-06-15 17:52:13.096	2.4s	2s	90.1%	5.7 MB	11.6 MB	98.6 MB	13.5 MB
128	b7/cce4c9	2733990	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (HCC1395N)	COMPLETED	0	2023-06-15 17:26:57.922	25m 39s	25m 38s	177.0%	2.7 GB	23.3 GB	150.6 GB	13.5 GB
137	fd/4a5fff	2732791	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_FREEBAYES:FREEBAYES (HCC1395N)	COMPLETED	0	2023-06-15 17:26:56.905	26m 27s	26m 26s	98.5%	533 MB	539.9 MB	65.3 GB	18.5 MB
192	65/fcd33e	3037379	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_FREEBAYES:BCFTOOLS_SORT (HCC1395N)	COMPLETED	0	2023-06-15 17:53:24.598	1.9s	1s	93.5%	10.2 MB	1.4 GB	14.7 MB	14.6 MB
173	eb/5fe140	3007418	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_MANTA:MANTA_SOMATIC (HCC1395T_vs_HCC1395N)	COMPLETED	0	2023-06-15 17:51:00.755	12m 1s	12m	940.7%	768.8 MB	2.3 GB	295.5 GB	170.2 MB
164	4a/cadac2	3007379	NFCORE_SAREK:SAREK:CRAM_QC_RECAL:SAMTOOLS_STATS (HCC1395T)	COMPLETED	0	2023-06-15 17:51:00.738	12m 49s	12m 48s	98.9%	287.6 MB	346.2 MB	16.6 GB	285.2 KB
168	87/8d2696	3007370	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_NORMAL:TIDDIT_SV (HCC1395T_vs_HCC1395N)	COMPLETED	0	2023-06-15 17:51:00.732	14m 17s	14m 16s	99.9%	6.7 GB	11.3 GB	32.8 GB	3.4 GB
